DateTime,Latitude,Longitude,SST(°C),SeaLevel(cm),Pressure(hPa),WindSpeed(km/h),Rainfall(mm/hr),WaveHeight(m),DO(mg/L),SeismicMag
2025-05-06 00:00:00,19.17512088817373,86.97797389053528,27.819934672325097,75.99221520151987,991.8405955316873,54.60394457457359,-6.370702143084408,4.275477598062308,4.709351132794096,0.11160291351829499
2025-05-06 03:00:00,17.392627633403976,77.22983273020026,26.66826348977239,60.18031787900595,1000.851577417179,106.82188771351026,29.43579362403699,4.313455844068069,7.433357124440992,-3.2124614478762963
2025-05-06 06:00:00,16.106280088118343,87.72323101853398,28.83891315077039,40.862952867135476,972.1496796643263,61.59791849901295,14.25435147433812,0.4149051333636624,3.635023516930882,1.276500228422081
2025-05-06 09:00:00,12.435396928875843,85.82621344245726,29.50387259424021,-4.373551733995171,1005.9493196943403,104.69453784293214,2.2321573308709404,7.920299130419503,4.027385273192366,2.759306825409755
2025-05-06 12:00:00,17.949096380899263,78.62729891507311,30.91280281043464,37.26338000412715,1013.0802864244529,46.76574176784263,36.54971023998887,5.93758889948811,4.801120554262607,0.5618714599532093
2025-05-06 15:00:00,21.414063894788555,81.69074622407902,30.63267508177385,42.08573531382815,989.84677096769,178.15746838041508,17.93445481398819,3.775866042947704,3.2528584660623165,0.17017491595852285
2025-05-06 18:00:00,16.579277979559915,78.34383822631291,29.15528532886957,75.45495476935236,1005.7276175998826,-11.193344827448911,32.18464566232565,7.627173955197587,6.017065880379278,3.2240522531961355
2025-05-06 21:00:00,14.86197416013927,77.40534331586312,27.32064147648241,62.966716281671154,988.8496331832882,86.26108792047943,36.79665623016831,8.349379377567194,4.6959451690168095,-0.9003385283517393
2025-05-07 00:00:00,16.364664141725424,84.13625732145418,29.155058138258937,76.68173817663629,986.4124504382314,-9.015183659331072,28.616868277242684,4.384000710958618,3.8226188117831716,2.9218079303641087
2025-05-07 03:00:00,17.775573926550404,80.88672320984608,26.41286155390921,63.33440500035489,998.8527166292822,94.37129589678959,49.73241120839701,5.710826239737164,4.438128030544704,-0.10380564907725565
2025-05-07 06:00:00,5.219670852658885,77.98791964542107,32.85919237493265,86.048262703369,1005.103786736196,31.268906022734818,36.92735743877961,4.6189397198687,5.042109045867399,3.03423890480341
2025-05-07 09:00:00,21.79045347936202,85.73087701539575,28.36136009361881,52.78031268761335,1011.8831934848344,114.34278196323177,24.342629259866417,3.047964313630306,4.214201876290579,-0.5163020474505107
2025-05-07 12:00:00,7.7390945150464825,78.75679243129896,28.678779556710428,95.42607481764324,979.5601454301733,82.22086167745913,42.96076675165267,4.729587450096375,5.899884366790468,0.6771467628586885
2025-05-07 15:00:00,17.466717806094884,85.64709299842819,28.6988239737701,70.81883363982493,1010.4373350988834,34.1581531541643,14.452207599082366,1.7280258433186133,7.06451622612185,0.13025200768453082
2025-05-07 18:00:00,13.163570965124844,74.9845553772885,31.537898399662936,26.64227760036112,992.0995870914157,132.5146808855657,32.70974696033059,5.180959585467613,6.36634697695652,0.6489956591756513
2025-05-07 21:00:00,24.89049246882437,70.85688056357195,29.871943762759702,33.721766724989465,1014.2099180374279,111.6922894113024,19.85652151317379,1.537568305926833,6.2917042036473365,0.2585994771144735
2025-05-08 00:00:00,19.914903748993623,77.75938319055835,31.168211045950063,-1.7505080850860537,1008.9095332892101,95.77711823630477,45.70707950554187,4.888514861512901,7.895514915376216,-0.47575316039398263
2025-05-08 03:00:00,17.322196451852566,85.8507317434864,29.00766626987665,108.79070303091322,987.5681000981501,-11.945360140980853,32.222077645144935,4.60756823576685,6.075648800858791,-1.0522804058197193
2025-05-08 06:00:00,14.326047067676418,75.07205014893243,28.92632379629411,11.581790552173139,1007.8800646322102,116.89941277836498,33.61037745840822,3.539499279725954,4.858401604349526,4.300500979701884
2025-05-08 09:00:00,15.016984392315436,73.10913313971726,31.373785143233924,88.33887687687705,1011.986704994215,158.82407858169722,63.89116297332788,3.7638885783173244,5.905424572601608,2.7031022903786304
2025-05-08 12:00:00,14.418400394360274,79.6028144731576,28.63505895119307,61.51993443919383,1013.9094266363827,110.15820481206757,5.990619347789412,3.3318805897011137,4.6119165222103105,0.24757298384101034
2025-05-08 15:00:00,12.609273310566103,84.3263277537673,33.227435796688816,60.45544018080381,994.8433173376202,98.85788188481871,46.09513912705131,5.629254850704091,5.6517549146370065,-0.40262920421419124
2025-05-08 18:00:00,6.534375677290024,77.73686358574697,29.67390330889424,32.93306706784654,990.4658686210117,49.3699387231829,31.38464151376872,2.3756415347081443,4.184933750026296,-3.751413028293525
2025-05-08 21:00:00,14.3373701860235,79.10530033911003,31.258521803738173,-6.660297019128599,999.7691243795397,124.05425629002141,16.546631490375,2.504368229559151,2.234488846505609,0.4634112971373563
2025-05-09 00:00:00,17.32383355978076,86.5182794246664,28.909009571767427,14.09410763079515,1008.8112500823054,102.87059897905027,5.672419021903785,3.4387083256541433,6.663806966667099,2.155967234784836
2025-05-09 03:00:00,14.058458998055823,78.13955484322216,28.716951263279068,101.54972497496351,999.2355164065656,75.21289147500107,18.523750107621073,5.18063953256926,5.5635559592184665,-3.192169250763534
